question_id,image,gt,pred,raw_text
0,ISIC_0031067.jpg,nv,mel,The lesion type in the image is melanoma.
1,ISIC_0030818.jpg,mel,mel,The lesion type in the image is melanoma.
2,ISIC_0032485.jpg,nv,mel,The lesion type in the image is melanoma.
3,ISIC_0033520.jpg,mel,mel,The lesion type in the image is melanoma.
4,ISIC_0031922.jpg,akiec,mel,The lesion type in the image is melanoma.
5,ISIC_0033769.jpg,nv,mel,The lesion type in the image is melanoma.
6,ISIC_0026469.jpg,nv,mel,The lesion type in the image is melanoma.
7,ISIC_0029471.jpg,nv,mel,The lesion type in the image is melanoma.
8,ISIC_0028833.jpg,nv,mel,The lesion type in the image is melanoma.
9,ISIC_0025087.jpg,nv,mel,The lesion type in the image is melanoma.
10,ISIC_0027463.jpg,bkl,mel,The lesion type in the image is melanoma.
11,ISIC_0030774.jpg,nv,mel,The lesion type in the image is melanoma.
12,ISIC_0030783.jpg,bkl,mel,The lesion type in the image is melanoma.
13,ISIC_0030001.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
14,ISIC_0034176.jpg,nv,mel,The lesion type in the image is melanoma.
15,ISIC_0025051.jpg,nv,mel,The lesion type in the image is melanoma.
16,ISIC_0027922.jpg,nv,mel,The lesion type in the image is melanoma.
17,ISIC_0033972.jpg,nv,mel,The lesion type in the image is melanoma.
18,ISIC_0028863.jpg,nv,mel,The lesion type in the image is melanoma.
19,ISIC_0030933.jpg,nv,mel,The lesion type in the image is melanoma.
20,ISIC_0025477.jpg,nv,mel,The lesion type in the image is melanoma.
21,ISIC_0033638.jpg,mel,mel,The lesion type in the image is melanoma.
22,ISIC_0030137.jpg,bkl,mel,The lesion type in the image is melanoma.
23,ISIC_0033356.jpg,nv,mel,The lesion type in the image is melanoma.
24,ISIC_0027791.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
25,ISIC_0029702.jpg,nv,mel,The lesion type in the image is melanoma.
26,ISIC_0027224.jpg,nv,mel,The lesion type in the image is melanoma.
27,ISIC_0033281.jpg,nv,mel,The lesion type in the image is melanoma.
28,ISIC_0032049.jpg,nv,mel,The lesion type in the image is melanoma.
29,ISIC_0033932.jpg,nv,mel,The lesion type in the image is melanoma.
30,ISIC_0033845.jpg,nv,mel,The lesion type in the image is melanoma.
31,ISIC_0032271.jpg,bkl,mel,The lesion type in the image is melanoma.
32,ISIC_0025036.jpg,nv,mel,The lesion type in the image is melanoma.
33,ISIC_0032837.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
34,ISIC_0026276.jpg,bkl,mel,The lesion type in the image is melanoma.
35,ISIC_0032145.jpg,nv,mel,The lesion type in the image is melanoma.
36,ISIC_0024578.jpg,nv,mel,The lesion type in the image is melanoma.
37,ISIC_0025570.jpg,nv,mel,The lesion type in the image is melanoma.
38,ISIC_0025394.jpg,mel,mel,The lesion type in the image is melanoma.
39,ISIC_0026836.jpg,nv,mel,The lesion type in the image is melanoma.
40,ISIC_0030387.jpg,akiec,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
41,ISIC_0025507.jpg,bkl,mel,The lesion type in the image is melanoma.
42,ISIC_0026432.jpg,nv,mel,The lesion type in the image is melanoma.
43,ISIC_0030672.jpg,nv,mel,The lesion type in the image is melanoma.
44,ISIC_0028085.jpg,bcc,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
45,ISIC_0030485.jpg,nv,mel,The lesion type in the image is melanoma.
46,ISIC_0027543.jpg,nv,mel,The lesion type in the image is melanoma.
47,ISIC_0031195.jpg,nv,mel,The lesion type in the image is a melanoma.
48,ISIC_0028743.jpg,nv,mel,The lesion type in the image is melanoma.
49,ISIC_0032884.jpg,nv,mel,The lesion type in the image is melanoma.
50,ISIC_0033619.jpg,mel,mel,The lesion type in the image is melanoma.
51,ISIC_0027379.jpg,nv,mel,The lesion type in the image is melanoma.
52,ISIC_0026805.jpg,nv,mel,The lesion type in the image is melanoma.
53,ISIC_0027744.jpg,bcc,mel,The lesion type in the image is melanoma.
54,ISIC_0025771.jpg,df,mel,The lesion type in the image is melanoma.
55,ISIC_0031172.jpg,nv,mel,The lesion type in the image is melanoma.
56,ISIC_0032857.jpg,bcc,mel,The lesion type in the image is melanoma.
57,ISIC_0024775.jpg,nv,mel,The lesion type in the image is melanoma.
58,ISIC_0033395.jpg,nv,mel,The lesion type in the image is melanoma.
59,ISIC_0032246.jpg,bcc,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
60,ISIC_0030125.jpg,nv,vasc,The lesion type in the image is a vascular lesion.
61,ISIC_0025611.jpg,mel,mel,The lesion type in the image is melanoma.
62,ISIC_0027789.jpg,nv,mel,The lesion type in the image is melanoma.
63,ISIC_0031796.jpg,nv,mel,The lesion type in the image is melanoma.
64,ISIC_0032435.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
65,ISIC_0025717.jpg,nv,mel,The lesion type in the image is melanoma.
66,ISIC_0024665.jpg,bcc,mel,The lesion type in the image is melanoma.
67,ISIC_0025595.jpg,nv,mel,The lesion type in the image is melanoma.
68,ISIC_0027858.jpg,bcc,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
69,ISIC_0029397.jpg,mel,mel,The lesion type in the image is melanoma.
70,ISIC_0026779.jpg,nv,mel,The lesion type in the image is melanoma.
71,ISIC_0032394.jpg,nv,mel,The lesion type in the image is melanoma.
72,ISIC_0032788.jpg,nv,mel,The lesion type in the image is melanoma.
73,ISIC_0028921.jpg,nv,mel,The lesion type in the image is melanoma.
74,ISIC_0029996.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
75,ISIC_0028806.jpg,nv,mel,The lesion type in the image is melanoma.
76,ISIC_0031667.jpg,nv,mel,The lesion type in the image is melanoma.
77,ISIC_0028028.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
78,ISIC_0027786.jpg,bcc,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
79,ISIC_0030633.jpg,nv,mel,The lesion type in the image is melanoma.
80,ISIC_0024977.jpg,nv,mel,The lesion type in the image is melanoma.
81,ISIC_0025021.jpg,nv,mel,The lesion type in the image is melanoma.
82,ISIC_0031781.jpg,nv,mel,The lesion type in the image is melanoma.
83,ISIC_0028280.jpg,nv,mel,The lesion type in the image is melanoma.
84,ISIC_0027405.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
85,ISIC_0033610.jpg,nv,mel,The lesion type in the image is melanoma.
86,ISIC_0033404.jpg,nv,mel,The lesion type in the image is melanoma.
87,ISIC_0033891.jpg,df,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
88,ISIC_0024352.jpg,nv,mel,The lesion type in the image is melanoma.
89,ISIC_0031126.jpg,nv,mel,The lesion type in the image is melanoma.
90,ISIC_0026969.jpg,nv,mel,The lesion type in the image is melanoma.
91,ISIC_0025513.jpg,bcc,mel,The lesion type in the image is melanoma.
92,ISIC_0032270.jpg,vasc,mel,The lesion type in the image is a melanoma.
93,ISIC_0034159.jpg,mel,mel,The lesion type in the image is melanoma.
94,ISIC_0031628.jpg,nv,mel,The lesion type in the image is melanoma.
95,ISIC_0028729.jpg,nv,mel,The lesion type in the image is melanoma.
96,ISIC_0024627.jpg,nv,mel,The lesion type in the image is melanoma.
97,ISIC_0028227.jpg,mel,mel,The lesion type in the image is melanoma.
98,ISIC_0024763.jpg,akiec,mel,The lesion type in the image is melanoma.
99,ISIC_0026009.jpg,mel,mel,The lesion type in the image is melanoma.
100,ISIC_0030673.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
101,ISIC_0025264.jpg,akiec,mel,The lesion type in the image is melanoma.
102,ISIC_0029590.jpg,nv,mel,The lesion type in the image is melanoma.
103,ISIC_0030030.jpg,nv,mel,The lesion type in the image is melanoma.
104,ISIC_0031522.jpg,bkl,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
105,ISIC_0025825.jpg,akiec,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
106,ISIC_0025648.jpg,nv,mel,The lesion type in the image is melanoma.
107,ISIC_0028426.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
108,ISIC_0027950.jpg,akiec,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
109,ISIC_0027275.jpg,bkl,mel,The lesion type in the image is melanoma.
110,ISIC_0029457.jpg,nv,mel,The lesion type in the image is melanoma.
111,ISIC_0029729.jpg,nv,mel,The lesion type in the image is melanoma.
112,ISIC_0029308.jpg,bkl,mel,The lesion type in the image is melanoma.
113,ISIC_0031000.jpg,bkl,mel,The lesion type in the image is melanoma.
114,ISIC_0031970.jpg,nv,mel,The lesion type in the image is melanoma.
115,ISIC_0028764.jpg,mel,mel,The lesion type in the image is melanoma.
116,ISIC_0027959.jpg,nv,mel,The lesion type in the image is melanoma.
117,ISIC_0032130.jpg,nv,mel,The lesion type in the image is melanoma.
118,ISIC_0032211.jpg,nv,mel,The lesion type in the image is a melanoma.
119,ISIC_0027726.jpg,nv,mel,The lesion type in the image is melanoma.
120,ISIC_0030078.jpg,nv,mel,The lesion type in the image is melanoma.
121,ISIC_0032115.jpg,nv,mel,The lesion type in the image is melanoma.
122,ISIC_0024378.jpg,nv,mel,The lesion type in the image is a melanoma.
123,ISIC_0031420.jpg,nv,mel,The lesion type in the image is melanoma.
124,ISIC_0032121.jpg,nv,mel,The lesion type in the image is melanoma.
125,ISIC_0030809.jpg,nv,mel,The lesion type in the image is melanoma.
126,ISIC_0028394.jpg,nv,mel,The lesion type in the image is melanoma.
127,ISIC_0031116.jpg,nv,mel,The lesion type in the image is melanoma.
128,ISIC_0024796.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
129,ISIC_0029516.jpg,nv,mel,The lesion type in the image is melanoma.
130,ISIC_0033578.jpg,mel,mel,The lesion type in the image is melanoma.
131,ISIC_0032713.jpg,nv,mel,The lesion type in the image is melanoma.
132,ISIC_0027628.jpg,nv,mel,The lesion type in the image is melanoma.
133,ISIC_0033611.jpg,mel,mel,The lesion type in the image is melanoma.
134,ISIC_0026238.jpg,nv,mel,The lesion type in the image is melanoma.
135,ISIC_0027478.jpg,bcc,mel,The lesion type in the image is melanoma.
136,ISIC_0031725.jpg,nv,mel,The lesion type in the image is melanoma.
137,ISIC_0029867.jpg,nv,mel,The lesion type in the image is melanoma.
138,ISIC_0026200.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
139,ISIC_0034291.jpg,bkl,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
140,ISIC_0031765.jpg,nv,mel,The lesion type in the image is melanoma.
141,ISIC_0025763.jpg,nv,mel,The lesion type in the image is melanoma.
142,ISIC_0028513.jpg,nv,mel,The lesion type in the image is melanoma.
143,ISIC_0033472.jpg,nv,mel,The lesion type in the image is melanoma.
144,ISIC_0033449.jpg,bkl,mel,The lesion type in the image is melanoma.
145,ISIC_0032427.jpg,nv,mel,The lesion type in the image is melanoma.
146,ISIC_0027194.jpg,bkl,mel,The lesion type in the image is melanoma.
147,ISIC_0033496.jpg,mel,mel,The lesion type in the image is melanoma.
148,ISIC_0030120.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
149,ISIC_0024381.jpg,bkl,mel,The lesion type in the image is melanoma.
150,ISIC_0033861.jpg,nv,mel,The lesion type in the image is melanoma.
151,ISIC_0033842.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
152,ISIC_0030817.jpg,nv,mel,The lesion type in the image is melanoma.
153,ISIC_0025291.jpg,nv,mel,The lesion type in the image is melanoma.
154,ISIC_0033598.jpg,nv,mel,The lesion type in the image is melanoma.
155,ISIC_0032381.jpg,nv,mel,The lesion type in the image is melanoma.
156,ISIC_0032921.jpg,mel,mel,The lesion type in the image is melanoma.
157,ISIC_0030793.jpg,nv,mel,The lesion type in the image is melanoma.
158,ISIC_0025778.jpg,nv,mel,The lesion type in the image is melanoma.
159,ISIC_0029650.jpg,nv,mel,The lesion type in the image is melanoma.
160,ISIC_0024973.jpg,df,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
161,ISIC_0031742.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
162,ISIC_0030279.jpg,nv,mel,The lesion type in the image is melanoma.
163,ISIC_0025138.jpg,nv,mel,The lesion type in the image is melanoma.
164,ISIC_0026130.jpg,nv,mel,The lesion type in the image is melanoma.
165,ISIC_0024416.jpg,nv,mel,The lesion type in the image is melanoma.
166,ISIC_0033997.jpg,nv,mel,The lesion type in the image is melanoma.
167,ISIC_0024405.jpg,nv,mel,The lesion type in the image is melanoma.
168,ISIC_0029683.jpg,bkl,mel,The lesion type in the image is melanoma.
169,ISIC_0025539.jpg,akiec,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
170,ISIC_0026558.jpg,mel,mel,The lesion type in the image is melanoma.
171,ISIC_0032048.jpg,nv,mel,The lesion type in the image is melanoma.
172,ISIC_0026972.jpg,nv,mel,The lesion type in the image is melanoma.
173,ISIC_0030532.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
174,ISIC_0028789.jpg,nv,mel,The lesion type in the image is melanoma.
175,ISIC_0032384.jpg,bcc,mel,The lesion type in the image is melanoma.
176,ISIC_0026204.jpg,nv,mel,The lesion type in the image is melanoma.
177,ISIC_0032359.jpg,bkl,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
178,ISIC_0034095.jpg,bcc,mel,The lesion type in the image is melanoma.
179,ISIC_0031906.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
180,ISIC_0030444.jpg,nv,mel,The lesion type in the image is melanoma.
181,ISIC_0026731.jpg,nv,mel,The lesion type in the image is melanoma.
182,ISIC_0025704.jpg,nv,mel,The lesion type in the image is melanoma.
183,ISIC_0033809.jpg,nv,mel,The lesion type in the image is melanoma.
184,ISIC_0025546.jpg,mel,mel,The lesion type in the image is melanoma.
185,ISIC_0026977.jpg,nv,mel,The lesion type in the image is melanoma.
186,ISIC_0033242.jpg,nv,mel,The lesion type in the image is melanoma.
187,ISIC_0032512.jpg,nv,mel,The lesion type in the image is melanoma.
188,ISIC_0031501.jpg,nv,mel,The lesion type in the image is melanoma.
189,ISIC_0026125.jpg,nv,mel,The lesion type in the image is melanoma.
190,ISIC_0028395.jpg,nv,mel,The lesion type in the image is melanoma.
191,ISIC_0033474.jpg,nv,mel,The lesion type in the image is melanoma.
192,ISIC_0031695.jpg,nv,mel,The lesion type in the image is melanoma.
193,ISIC_0026577.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
194,ISIC_0030424.jpg,nv,mel,The lesion type in the image is melanoma.
195,ISIC_0026965.jpg,nv,mel,The lesion type in the image is melanoma.
196,ISIC_0027273.jpg,nv,mel,The lesion type in the image is melanoma.
197,ISIC_0028895.jpg,nv,mel,The lesion type in the image is melanoma.
198,ISIC_0031665.jpg,nv,mel,The lesion type in the image is melanoma.
199,ISIC_0025078.jpg,nv,mel,The lesion type in the image is melanoma.
200,ISIC_0030087.jpg,nv,mel,The lesion type in the image is melanoma.
201,ISIC_0032382.jpg,bkl,mel,The lesion type in the image is melanoma.
202,ISIC_0032744.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
203,ISIC_0027031.jpg,nv,mel,The lesion type in the image is melanoma.
204,ISIC_0030459.jpg,bkl,nv,The lesion type in the image is melanocytic.
205,ISIC_0026632.jpg,nv,mel,The lesion type in the image is a melanoma.
206,ISIC_0032441.jpg,mel,mel,The lesion type in the image is melanoma.
207,ISIC_0032639.jpg,nv,mel,The lesion type in the image is melanoma.
208,ISIC_0028159.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
209,ISIC_0029906.jpg,nv,mel,The lesion type in the image is melanoma.
210,ISIC_0029775.jpg,nv,mel,The lesion type in the image is melanoma.
211,ISIC_0030029.jpg,nv,mel,The lesion type in the image is melanoma.
212,ISIC_0029925.jpg,nv,mel,The lesion type in the image is melanoma.
213,ISIC_0031322.jpg,nv,mel,The lesion type in the image is melanoma.
214,ISIC_0026400.jpg,nv,mel,The lesion type in the image is melanoma.
215,ISIC_0026192.jpg,bcc,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
216,ISIC_0024572.jpg,bcc,mel,The lesion type in the image is melanoma.
217,ISIC_0031462.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
218,ISIC_0031251.jpg,nv,mel,The lesion type in the image is a melanoma.
219,ISIC_0029799.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
220,ISIC_0024589.jpg,nv,mel,The lesion type in the image is melanoma.
221,ISIC_0029778.jpg,bkl,mel,The lesion type in the image is melanoma.
222,ISIC_0024671.jpg,nv,mel,The lesion type in the image is melanoma.
223,ISIC_0029874.jpg,nv,mel,The lesion type in the image is melanoma.
224,ISIC_0032011.jpg,nv,mel,The lesion type in the image is melanoma.
225,ISIC_0028389.jpg,bkl,mel,The lesion type in the image is melanoma.
226,ISIC_0024309.jpg,nv,mel,The lesion type in the image is melanoma.
227,ISIC_0032544.jpg,mel,mel,The lesion type in the image is melanoma.
228,ISIC_0028259.jpg,nv,mel,The lesion type in the image is melanoma.
229,ISIC_0030849.jpg,bkl,mel,The lesion type in the image is melanoma.
230,ISIC_0024626.jpg,bkl,mel,The lesion type in the image is melanoma.
231,ISIC_0033480.jpg,bkl,mel,The lesion type in the image is melanoma.
232,ISIC_0028153.jpg,nv,mel,The lesion type in the image is melanoma.
233,ISIC_0028881.jpg,bkl,mel,The lesion type in the image is melanoma.
234,ISIC_0028622.jpg,bkl,mel,The lesion type in the image is melanoma.
235,ISIC_0025112.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
236,ISIC_0032817.jpg,nv,mel,The lesion type in the image is melanoma.
237,ISIC_0030205.jpg,nv,mel,The lesion type in the image is melanoma.
238,ISIC_0033214.jpg,nv,mel,The lesion type in the image is melanoma.
239,ISIC_0034025.jpg,nv,bcc,"The lesion type in the image is bcc, which stands for basal cell carcinoma."
